"tag","id","name"
"uk_virgin_go","1322",
"uk_virgin_go","1324",
"uk_virgin_go","1343",
"uk_virgin_go","1363",
"uk_virgin_go","138",
"uk_virgin_go","1404",
"uk_virgin_go","1452",
"uk_virgin_go","1453",
"uk_virgin_go","1466",
"uk_virgin_go","1553",
"uk_virgin_go","1562",
"uk_virgin_go","1570",
"uk_virgin_go","1571",
"uk_virgin_go","1573",
"uk_virgin_go","1595",
"uk_virgin_go","1600",
"uk_virgin_go","168",
"uk_virgin_go","169",
"uk_virgin_go","1699",
"uk_virgin_go","1700",
"uk_virgin_go","1703",
"uk_virgin_go","171",
"uk_virgin_go","1750",
"uk_virgin_go","1752",
"uk_virgin_go","1756",
"uk_virgin_go","1761",
"uk_virgin_go","1786",
"uk_virgin_go","1921",
"uk_virgin_go","1923",
"uk_virgin_go","195",
"uk_virgin_go","1961",
"uk_virgin_go","2020",
"uk_virgin_go","2021",
"uk_virgin_go","2061",
"uk_virgin_go","2122",
"uk_virgin_go","2150",
"uk_virgin_go","222",
"uk_virgin_go","2244",
"uk_virgin_go","2257",
"uk_virgin_go","2258",
"uk_virgin_go","2259",
"uk_virgin_go","2265",
"uk_virgin_go","228",
"uk_virgin_go","2326",
"uk_virgin_go","2327",
"uk_virgin_go","2330",
"uk_virgin_go","2348",
"uk_virgin_go","2350",
"uk_virgin_go","2352",
"uk_virgin_go","2355",
"uk_virgin_go","276",
"uk_virgin_go","319",
"uk_virgin_go","320",
"uk_virgin_go","321",
"uk_virgin_go","322",
"uk_virgin_go","329",
"uk_virgin_go","414",
"uk_virgin_go","426",
"uk_virgin_go","427",
"uk_virgin_go","4seven.uk@HD",
"uk_virgin_go","5Action.uk@HD",
"uk_virgin_go","5SELECT.uk@SD",
"uk_virgin_go","5STAR.uk@Plus1",
"uk_virgin_go","5STAR.uk@SD",
"uk_virgin_go","5USA.uk@Plus1",
"uk_virgin_go","5USA.uk@SD",
"uk_virgin_go","AlJazeera.qa@Arabic",
"uk_virgin_go","AlJazeera.qa@English",
"uk_virgin_go","AnimalPlanet.uk@HD",
"uk_virgin_go","AnimalPlanet.uk@Plus1",
"uk_virgin_go","B4UMovies.in@UK",
"uk_virgin_go","B4UMusic.in@UK",
"uk_virgin_go","BabyTV.uk@UK",
"uk_virgin_go","BBCOne.uk@LondonHD",
"uk_virgin_go","BBCOne.uk@NorthernIrelandHD",
"uk_virgin_go","BBCOne.uk@ScotlandHD",
"uk_virgin_go","BBCOne.uk@WalesHD",
"uk_virgin_go","BBCParliament.uk@HD",
"uk_virgin_go","BBCScotland.uk@HD",
"uk_virgin_go","BBCThree.uk@HD",
"uk_virgin_go","BBCTwo.uk@HD",
"uk_virgin_go","Blaze.uk@SD",
"uk_virgin_go","BloombergTV.us@EuropeHD",
"uk_virgin_go","Boomerang.uk@Plus1",
"uk_virgin_go","Boomerang.uk@SD",
"uk_virgin_go","Cartoonito.uk@SD",
"uk_virgin_go","CartoonNetwork.uk@HD",
"uk_virgin_go","CartoonNetwork.uk@Plus1",
"uk_virgin_go","CBBC.uk@HD",
"uk_virgin_go","CBeebies.uk@HD",
"uk_virgin_go","CBSReality.uk@SD",
"uk_virgin_go","Challenge.uk@SD",
"uk_virgin_go","Channel5.uk@HD",
"uk_virgin_go","Channel5.uk@Plus1",
"uk_virgin_go","ClublandTV.uk@SD",
"uk_virgin_go","CNBCEurope.uk@HD",
"uk_virgin_go","ColorsCineplex.in@SD",
"uk_virgin_go","ColorsGujarati.in@SD",
"uk_virgin_go","ColorsRishteyEurope.in@SD",
"uk_virgin_go","ComedyCentral.uk@HD",
"uk_virgin_go","ComedyCentral.uk@Plus1",
"uk_virgin_go","ComedyCentralExtra.uk@SD",
"uk_virgin_go","CrimePlusInvestigation.uk@HD",
"uk_virgin_go","CrimePlusInvestigation.uk@Plus1",
"uk_virgin_go","DiscoveryHistory.uk@Plus1",
"uk_virgin_go","DiscoveryHistory.uk@SD",
"uk_virgin_go","DiscoveryScienceEurope.uk@UKHD",
"uk_virgin_go","DiscoveryTurbo.uk@SD",
"uk_virgin_go","DMAX.uk@UK",
"uk_virgin_go","E4.uk@HD",
"uk_virgin_go","E4.uk@Plus1",
"uk_virgin_go","E4Extra.uk@SD",
"uk_virgin_go","EuronewsEnglish.fr@SD",
"uk_virgin_go","Eurosport1.fr@UK",
"uk_virgin_go","Eurosport2.fr@UK",
"uk_virgin_go","Film4.uk@HD",
"uk_virgin_go","Film4.uk@Plus1",
"uk_virgin_go","FoodNetwork.uk@SD",
"uk_virgin_go","France24.fr@EnglishHD",
"uk_virgin_go","GBNews.uk@SD",
"uk_virgin_go","GemsTV.uk@SD",
"uk_virgin_go","GODTV.uk@SD",
"uk_virgin_go","GREATaction.uk@SD",
"uk_virgin_go","GREATmovies.uk@UK",
"uk_virgin_go","GREATromance.uk@UK",
"uk_virgin_go","GREATtv.uk@SD",
"uk_virgin_go","HGTV.uk@Plus1",
"uk_virgin_go","HGTV.uk@SD",
"uk_virgin_go","HorrorXtra.uk@SD",
"uk_virgin_go","InvestigationDiscovery.uk@SD",
"uk_virgin_go","IslamChannel.uk@SD",
"uk_virgin_go","IslamChannelUrdu.uk@SD",
"uk_virgin_go","ITV2.uk@HD",
"uk_virgin_go","ITV2.uk@Plus1",
"uk_virgin_go","ITV3.uk@HD",
"uk_virgin_go","ITV3.uk@Plus1",
"uk_virgin_go","ITV4.uk@HD",
"uk_virgin_go","ITV4.uk@Plus1",
"uk_virgin_go","ITVBe.uk@HD",
"uk_virgin_go","ITVBe.uk@Plus1",
"uk_virgin_go","Legend.uk@SD",
"uk_virgin_go","LFCTV.uk@SD",
"uk_virgin_go","LondonLive.uk@SD",
"uk_virgin_go","More4.uk@HD",
"uk_virgin_go","More4.uk@Plus1",
"uk_virgin_go","Movies24.uk@SD",
"uk_virgin_go","Movies24Plus.uk@SD",
"uk_virgin_go","MTV.uk@HD",
"uk_virgin_go","MTVBase.uk@SD",
"uk_virgin_go","MTVClassic.uk@SD",
"uk_virgin_go","MTVHits.uk@SD",
"uk_virgin_go","MTVMusic.uk@SD",
"uk_virgin_go","MUTV.uk@SD",
"uk_virgin_go","NationalGeographic.uk@HD",
"uk_virgin_go","NationalGeographic.uk@Plus1",
"uk_virgin_go","NationalGeographicWild.uk@HD",
"uk_virgin_go","NDTV24x7.in@SD",
"uk_virgin_go","NHKWorldJapan.jp@SD",
